,index,Model,Train_Dataset,Test_Dataset,Column_Filter,Col_Num,AUC,Recall,Precision,F1-Score,Best_Params,Start_Time,End_Time,aggregationDepth,elasticNetParam,family,featuresCol,fitIntercept,labelCol,maxBlockSizeInMB,maxIter,predictionCol,probabilityCol,rawPredictionCol,regParam,standardization,threshold,tol,cacheNodeIds,checkpointInterval,impurity,leafCol,maxBins,maxDepth,maxMemoryInMB,minInfoGain,minInstancesPerNode,minWeightFractionPerNode,seed,bootstrap,featureSubsetStrategy,numTrees,subsamplingRate
20,20,spark_dt,X_train_unbalanced,X_test_unbalanced,"['totals_pageviews', 'totals_hits', 'totals_timeOnSite', 'geoNetwork_country_woe', 'totals_bounces', 'trafficSource_source_woe', 'totals_newVisits', 'channelGrouping_Social', 'trafficSource_medium_referral', 'channelGrouping_Referral', 'trafficSource_isTrueDirect_code', 'hits_hour_ordinal', 'device_browser_woe', 'device_operatingSystem_Macintosh', 'device_operatingSystem_Windows', 'hits_eCommerceAction_action_type', 'device_deviceCategory_mobile', 'device_operatingSystem_Chrome_OS', 'device_operatingSystem_Nintendo_Wii', 'trafficSource_medium_organic', 'device_operatingSystem_iOS', 'device_operatingSystem_Xbox', 'device_operatingSystem_Android', 'channelGrouping_Organic Search', 'channelGrouping_Direct', 'trafficSource_medium_affiliate', 'channelGrouping_Paid Search', 'label']",28,0.9608878639818397,0.8602661596958175,0.7291330970029004,0.7892900750043607,"{
	DecisionTreeClassifier_7b73497d367f-cacheNodeIds: false,
	DecisionTreeClassifier_7b73497d367f-checkpointInterval: 10,
	DecisionTreeClassifier_7b73497d367f-featuresCol: features,
	DecisionTreeClassifier_7b73497d367f-impurity: gini,
	DecisionTreeClassifier_7b73497d367f-labelCol: label,
	DecisionTreeClassifier_7b73497d367f-leafCol: ,
	DecisionTreeClassifier_7b73497d367f-maxBins: 32,
	DecisionTreeClassifier_7b73497d367f-maxDepth: 3,
	DecisionTreeClassifier_7b73497d367f-maxMemoryInMB: 256,
	DecisionTreeClassifier_7b73497d367f-minInfoGain: 0.0,
	DecisionTreeClassifier_7b73497d367f-minInstancesPerNode: 1,
	DecisionTreeClassifier_7b73497d367f-minWeightFractionPerNode: 0.0,
	DecisionTreeClassifier_7b73497d367f-predictionCol: prediction,
	DecisionTreeClassifier_7b73497d367f-probabilityCol: probability,
	DecisionTreeClassifier_7b73497d367f-rawPredictionCol: rawPrediction,
	DecisionTreeClassifier_7b73497d367f-seed: 7882334791801343242
}",1653881840.0254083,1653881919.6014721,,,, features,, label,,, prediction, probability, rawPrediction,,,,, false, 10, gini, , 32, 3, 256, 0.0, 1, 0.0, 7882334791801343242,,,,
19,19,spark_dt,X_train_unbalanced,X_test_unbalanced,"['totals_pageviews', 'totals_hits', 'totals_timeOnSite', 'geoNetwork_country_woe', 'totals_bounces', 'trafficSource_source_woe', 'totals_newVisits', 'channelGrouping_Social', 'channelGrouping_Referral', 'trafficSource_medium_referral', 'trafficSource_isTrueDirect_code', 'device_browser_woe', 'hits_hour_ordinal', 'device_operatingSystem_Windows', 'device_operatingSystem_Macintosh', 'device_deviceCategory_mobile', 'hits_eCommerceAction_action_type', 'device_operatingSystem_Chrome_OS', 'device_operatingSystem_Android', 'channelGrouping_Display', 'device_operatingSystem_Firefox_OS', 'socialEngagementType', 'channelGrouping_Paid Search', 'channelGrouping_Direct', 'trafficSource_medium_cpm', 'device_operatingSystem_Linux', 'device_deviceCategory_tablet', 'trafficSource_medium_organic', 'device_operatingSystem_iOS', 'device_operatingSystem_Windows_Phone', 'device_operatingSystem_Nintendo_Wii', 'channelGrouping_Organic Search', 'trafficSource_medium_affiliate', 'trafficSource_medium_cpc', 'label']",35,0.9623174199634807,0.8524046434494196,0.7311522048364154,0.787136294027565,"{
	DecisionTreeClassifier_7b73497d367f-cacheNodeIds: false,
	DecisionTreeClassifier_7b73497d367f-checkpointInterval: 10,
	DecisionTreeClassifier_7b73497d367f-featuresCol: features,
	DecisionTreeClassifier_7b73497d367f-impurity: gini,
	DecisionTreeClassifier_7b73497d367f-labelCol: label,
	DecisionTreeClassifier_7b73497d367f-leafCol: ,
	DecisionTreeClassifier_7b73497d367f-maxBins: 32,
	DecisionTreeClassifier_7b73497d367f-maxDepth: 3,
	DecisionTreeClassifier_7b73497d367f-maxMemoryInMB: 256,
	DecisionTreeClassifier_7b73497d367f-minInfoGain: 0.0,
	DecisionTreeClassifier_7b73497d367f-minInstancesPerNode: 1,
	DecisionTreeClassifier_7b73497d367f-minWeightFractionPerNode: 0.0,
	DecisionTreeClassifier_7b73497d367f-predictionCol: prediction,
	DecisionTreeClassifier_7b73497d367f-probabilityCol: probability,
	DecisionTreeClassifier_7b73497d367f-rawPredictionCol: rawPrediction,
	DecisionTreeClassifier_7b73497d367f-seed: 7882334791801343242
}",1653881744.8927553,1653881836.9495754,,,, features,, label,,, prediction, probability, rawPrediction,,,,, false, 10, gini, , 32, 3, 256, 0.0, 1, 0.0, 7882334791801343242,,,,
21,21,spark_dt,X_train_unbalanced,X_test_unbalanced,"['totals_pageviews', 'totals_hits', 'totals_timeOnSite', 'geoNetwork_country_woe', 'totals_bounces', 'trafficSource_source_woe', 'totals_newVisits', 'channelGrouping_Social', 'trafficSource_medium_referral', 'channelGrouping_Referral', 'trafficSource_isTrueDirect_code', 'hits_hour_ordinal', 'device_browser_woe', 'device_operatingSystem_Macintosh', 'device_operatingSystem_Windows', 'hits_eCommerceAction_action_type', 'device_deviceCategory_mobile', 'device_operatingSystem_Chrome_OS', 'device_operatingSystem_Nintendo_Wii', 'trafficSource_medium_organic', 'device_operatingSystem_iOS', 'device_operatingSystem_Xbox', 'device_operatingSystem_Android', 'channelGrouping_Organic Search', 'channelGrouping_Direct', 'trafficSource_medium_affiliate', 'channelGrouping_Paid Search', 'label']",28,0.9623174199634807,0.8524046434494196,0.7311522048364154,0.787136294027565,"{
	DecisionTreeClassifier_7b73497d367f-cacheNodeIds: false,
	DecisionTreeClassifier_7b73497d367f-checkpointInterval: 10,
	DecisionTreeClassifier_7b73497d367f-featuresCol: features,
	DecisionTreeClassifier_7b73497d367f-impurity: gini,
	DecisionTreeClassifier_7b73497d367f-labelCol: label,
	DecisionTreeClassifier_7b73497d367f-leafCol: ,
	DecisionTreeClassifier_7b73497d367f-maxBins: 32,
	DecisionTreeClassifier_7b73497d367f-maxDepth: 3,
	DecisionTreeClassifier_7b73497d367f-maxMemoryInMB: 256,
	DecisionTreeClassifier_7b73497d367f-minInfoGain: 0.0,
	DecisionTreeClassifier_7b73497d367f-minInstancesPerNode: 1,
	DecisionTreeClassifier_7b73497d367f-minWeightFractionPerNode: 0.0,
	DecisionTreeClassifier_7b73497d367f-predictionCol: prediction,
	DecisionTreeClassifier_7b73497d367f-probabilityCol: probability,
	DecisionTreeClassifier_7b73497d367f-rawPredictionCol: rawPrediction,
	DecisionTreeClassifier_7b73497d367f-seed: 7882334791801343242
}",1653881840.0254083,1653881919.6014721,,,, features,, label,,, prediction, probability, rawPrediction,,,,, false, 10, gini, , 32, 3, 256, 0.0, 1, 0.0, 7882334791801343242,,,,
40,40,spark_rf,X_train_unbalanced,X_test_unbalanced,"['totals_pageviews', 'totals_hits', 'totals_timeOnSite', 'geoNetwork_country_woe', 'totals_bounces', 'trafficSource_source_woe', 'label']",7,0.9605772835338577,0.8020912547528517,0.7668120683387859,0.7840550083627578,"{
	RandomForestClassifier_1fccbe8f7448-bootstrap: true,
	RandomForestClassifier_1fccbe8f7448-cacheNodeIds: false,
	RandomForestClassifier_1fccbe8f7448-checkpointInterval: 10,
	RandomForestClassifier_1fccbe8f7448-featureSubsetStrategy: auto,
	RandomForestClassifier_1fccbe8f7448-featuresCol: features,
	RandomForestClassifier_1fccbe8f7448-impurity: gini,
	RandomForestClassifier_1fccbe8f7448-labelCol: label,
	RandomForestClassifier_1fccbe8f7448-leafCol: ,
	RandomForestClassifier_1fccbe8f7448-maxBins: 32,
	RandomForestClassifier_1fccbe8f7448-maxDepth: 3,
	RandomForestClassifier_1fccbe8f7448-maxMemoryInMB: 256,
	RandomForestClassifier_1fccbe8f7448-minInfoGain: 0.0,
	RandomForestClassifier_1fccbe8f7448-minInstancesPerNode: 1,
	RandomForestClassifier_1fccbe8f7448-minWeightFractionPerNode: 0.0,
	RandomForestClassifier_1fccbe8f7448-numTrees: 10,
	RandomForestClassifier_1fccbe8f7448-predictionCol: prediction,
	RandomForestClassifier_1fccbe8f7448-probabilityCol: probability,
	RandomForestClassifier_1fccbe8f7448-rawPredictionCol: rawPrediction,
	RandomForestClassifier_1fccbe8f7448-seed: 3577577893528496037,
	RandomForestClassifier_1fccbe8f7448-subsamplingRate: 1.0
}",1653883496.5563328,1653883561.2665682,,,, features,, label,,, prediction, probability, rawPrediction,,,,, false, 10, gini, , 32, 3, 256, 0.0, 1, 0.0, 3577577893528496037, true, auto, 10, 1.0
34,34,spark_dt,X_train_random,X_test_random,"['totals_pageviews', 'totals_hits', 'totals_timeOnSite', 'geoNetwork_country_woe', 'totals_bounces', 'trafficSource_source_woe', 'label']",7,0.9111609226022579,0.865530303030303,0.7085271317829457,0.7791986359761295,"{
	DecisionTreeClassifier_7b73497d367f-cacheNodeIds: false,
	DecisionTreeClassifier_7b73497d367f-checkpointInterval: 10,
	DecisionTreeClassifier_7b73497d367f-featuresCol: features,
	DecisionTreeClassifier_7b73497d367f-impurity: gini,
	DecisionTreeClassifier_7b73497d367f-labelCol: label,
	DecisionTreeClassifier_7b73497d367f-leafCol: ,
	DecisionTreeClassifier_7b73497d367f-maxBins: 32,
	DecisionTreeClassifier_7b73497d367f-maxDepth: 1,
	DecisionTreeClassifier_7b73497d367f-maxMemoryInMB: 256,
	DecisionTreeClassifier_7b73497d367f-minInfoGain: 0.0,
	DecisionTreeClassifier_7b73497d367f-minInstancesPerNode: 1,
	DecisionTreeClassifier_7b73497d367f-minWeightFractionPerNode: 0.0,
	DecisionTreeClassifier_7b73497d367f-predictionCol: prediction,
	DecisionTreeClassifier_7b73497d367f-probabilityCol: probability,
	DecisionTreeClassifier_7b73497d367f-rawPredictionCol: rawPrediction,
	DecisionTreeClassifier_7b73497d367f-seed: 7882334791801343242
}",1653883260.9895995,1653883301.3558505,,,, features,, label,,, prediction, probability, rawPrediction,,,,, false, 10, gini, , 32, 1, 256, 0.0, 1, 0.0, 7882334791801343242,,,,
41,41,spark_rf,X_train_unbalanced,X_test_unbalanced,"['totals_pageviews', 'totals_hits', 'totals_timeOnSite', 'geoNetwork_country_woe', 'totals_bounces', 'trafficSource_source_woe', 'label']",7,0.956674282756281,0.7794361525704809,0.7742998352553542,0.7768595041322315,"{
	RandomForestClassifier_1fccbe8f7448-bootstrap: true,
	RandomForestClassifier_1fccbe8f7448-cacheNodeIds: false,
	RandomForestClassifier_1fccbe8f7448-checkpointInterval: 10,
	RandomForestClassifier_1fccbe8f7448-featureSubsetStrategy: auto,
	RandomForestClassifier_1fccbe8f7448-featuresCol: features,
	RandomForestClassifier_1fccbe8f7448-impurity: gini,
	RandomForestClassifier_1fccbe8f7448-labelCol: label,
	RandomForestClassifier_1fccbe8f7448-leafCol: ,
	RandomForestClassifier_1fccbe8f7448-maxBins: 32,
	RandomForestClassifier_1fccbe8f7448-maxDepth: 3,
	RandomForestClassifier_1fccbe8f7448-maxMemoryInMB: 256,
	RandomForestClassifier_1fccbe8f7448-minInfoGain: 0.0,
	RandomForestClassifier_1fccbe8f7448-minInstancesPerNode: 1,
	RandomForestClassifier_1fccbe8f7448-minWeightFractionPerNode: 0.0,
	RandomForestClassifier_1fccbe8f7448-numTrees: 10,
	RandomForestClassifier_1fccbe8f7448-predictionCol: prediction,
	RandomForestClassifier_1fccbe8f7448-probabilityCol: probability,
	RandomForestClassifier_1fccbe8f7448-rawPredictionCol: rawPrediction,
	RandomForestClassifier_1fccbe8f7448-seed: 3577577893528496037,
	RandomForestClassifier_1fccbe8f7448-subsamplingRate: 1.0
}",1653883496.5563328,1653883561.2665682,,,, features,, label,,, prediction, probability, rawPrediction,,,,, false, 10, gini, , 32, 3, 256, 0.0, 1, 0.0, 3577577893528496037, true, auto, 10, 1.0
23,23,spark_dt,X_train_unbalanced,X_test_unbalanced,"['totals_pageviews', 'totals_hits', 'totals_timeOnSite', 'geoNetwork_country_woe', 'totals_bounces', 'trafficSource_source_woe', 'label']",7,0.9159053955974,0.8872305140961857,0.6629491945477075,0.7588652482269502,"{
	DecisionTreeClassifier_7b73497d367f-cacheNodeIds: false,
	DecisionTreeClassifier_7b73497d367f-checkpointInterval: 10,
	DecisionTreeClassifier_7b73497d367f-featuresCol: features,
	DecisionTreeClassifier_7b73497d367f-impurity: gini,
	DecisionTreeClassifier_7b73497d367f-labelCol: label,
	DecisionTreeClassifier_7b73497d367f-leafCol: ,
	DecisionTreeClassifier_7b73497d367f-maxBins: 32,
	DecisionTreeClassifier_7b73497d367f-maxDepth: 1,
	DecisionTreeClassifier_7b73497d367f-maxMemoryInMB: 256,
	DecisionTreeClassifier_7b73497d367f-minInfoGain: 0.0,
	DecisionTreeClassifier_7b73497d367f-minInstancesPerNode: 1,
	DecisionTreeClassifier_7b73497d367f-minWeightFractionPerNode: 0.0,
	DecisionTreeClassifier_7b73497d367f-predictionCol: prediction,
	DecisionTreeClassifier_7b73497d367f-probabilityCol: probability,
	DecisionTreeClassifier_7b73497d367f-rawPredictionCol: rawPrediction,
	DecisionTreeClassifier_7b73497d367f-seed: 7882334791801343242
}",1653881922.0798366,1653881990.3983252,,,, features,, label,,, prediction, probability, rawPrediction,,,,, false, 10, gini, , 32, 1, 256, 0.0, 1, 0.0, 7882334791801343242,,,,
22,22,spark_dt,X_train_unbalanced,X_test_unbalanced,"['totals_pageviews', 'totals_hits', 'totals_timeOnSite', 'geoNetwork_country_woe', 'totals_bounces', 'trafficSource_source_woe', 'label']",7,0.9191438746856436,0.8937262357414448,0.6552829662670755,0.7561524851214411,"{
	DecisionTreeClassifier_7b73497d367f-cacheNodeIds: false,
	DecisionTreeClassifier_7b73497d367f-checkpointInterval: 10,
	DecisionTreeClassifier_7b73497d367f-featuresCol: features,
	DecisionTreeClassifier_7b73497d367f-impurity: gini,
	DecisionTreeClassifier_7b73497d367f-labelCol: label,
	DecisionTreeClassifier_7b73497d367f-leafCol: ,
	DecisionTreeClassifier_7b73497d367f-maxBins: 32,
	DecisionTreeClassifier_7b73497d367f-maxDepth: 1,
	DecisionTreeClassifier_7b73497d367f-maxMemoryInMB: 256,
	DecisionTreeClassifier_7b73497d367f-minInfoGain: 0.0,
	DecisionTreeClassifier_7b73497d367f-minInstancesPerNode: 1,
	DecisionTreeClassifier_7b73497d367f-minWeightFractionPerNode: 0.0,
	DecisionTreeClassifier_7b73497d367f-predictionCol: prediction,
	DecisionTreeClassifier_7b73497d367f-probabilityCol: probability,
	DecisionTreeClassifier_7b73497d367f-rawPredictionCol: rawPrediction,
	DecisionTreeClassifier_7b73497d367f-seed: 7882334791801343242
}",1653881922.0798366,1653881990.3983252,,,, features,, label,,, prediction, probability, rawPrediction,,,,, false, 10, gini, , 32, 1, 256, 0.0, 1, 0.0, 7882334791801343242,,,,
16,16,spark_lr,X_train_random,X_test_random,"['totals_pageviews', 'totals_hits', 'totals_timeOnSite', 'geoNetwork_country_woe', 'totals_bounces', 'trafficSource_source_woe', 'label']",7,0.9771284292012281,0.045454545454545456,0.8571428571428571,0.08633093525179857,"{
	LogisticRegression_99689f4eca31-aggregationDepth: 2,
	LogisticRegression_99689f4eca31-elasticNetParam: 0.0,
	LogisticRegression_99689f4eca31-family: auto,
	LogisticRegression_99689f4eca31-featuresCol: features,
	LogisticRegression_99689f4eca31-fitIntercept: true,
	LogisticRegression_99689f4eca31-labelCol: label,
	LogisticRegression_99689f4eca31-maxBlockSizeInMB: 0.0,
	LogisticRegression_99689f4eca31-maxIter: 100000,
	LogisticRegression_99689f4eca31-predictionCol: prediction,
	LogisticRegression_99689f4eca31-probabilityCol: probability,
	LogisticRegression_99689f4eca31-rawPredictionCol: rawPrediction,
	LogisticRegression_99689f4eca31-regParam: 1.0,
	LogisticRegression_99689f4eca31-standardization: true,
	LogisticRegression_99689f4eca31-threshold: 0.5,
	LogisticRegression_99689f4eca31-tol: 1.0E-6
}",1653881718.2249582,1653881743.8810337, 2, 0.0, auto, features, true, label, 0.0, 100000, prediction, probability, rawPrediction, 1.0, true, 0.5, 1.0E-6,,,,,,,,,,,,,,,
4,4,spark_lr,X_train_unbalanced,X_test_unbalanced,"['totals_pageviews', 'totals_hits', 'totals_timeOnSite', 'geoNetwork_country_woe', 'totals_bounces', 'trafficSource_source_woe', 'label']",7,0.9759113311871628,0.03612167300380228,0.8837209302325582,0.06940639269406393,"{
	LogisticRegression_99689f4eca31-aggregationDepth: 2,
	LogisticRegression_99689f4eca31-elasticNetParam: 0.0,
	LogisticRegression_99689f4eca31-family: auto,
	LogisticRegression_99689f4eca31-featuresCol: features,
	LogisticRegression_99689f4eca31-fitIntercept: true,
	LogisticRegression_99689f4eca31-labelCol: label,
	LogisticRegression_99689f4eca31-maxBlockSizeInMB: 0.0,
	LogisticRegression_99689f4eca31-maxIter: 100000,
	LogisticRegression_99689f4eca31-predictionCol: prediction,
	LogisticRegression_99689f4eca31-probabilityCol: probability,
	LogisticRegression_99689f4eca31-rawPredictionCol: rawPrediction,
	LogisticRegression_99689f4eca31-regParam: 1.0,
	LogisticRegression_99689f4eca31-standardization: true,
	LogisticRegression_99689f4eca31-threshold: 0.5,
	LogisticRegression_99689f4eca31-tol: 1.0E-6
}",1653880883.791642,1653880924.130836, 2, 0.0, auto, features, true, label, 0.0, 100000, prediction, probability, rawPrediction, 1.0, true, 0.5, 1.0E-6,,,,,,,,,,,,,,,
5,5,spark_lr,X_train_unbalanced,X_test_unbalanced,"['totals_pageviews', 'totals_hits', 'totals_timeOnSite', 'geoNetwork_country_woe', 'totals_bounces', 'trafficSource_source_woe', 'label']",7,0.9761024070086946,0.02321724709784411,0.875,0.045234248788368334,"{
	LogisticRegression_99689f4eca31-aggregationDepth: 2,
	LogisticRegression_99689f4eca31-elasticNetParam: 0.0,
	LogisticRegression_99689f4eca31-family: auto,
	LogisticRegression_99689f4eca31-featuresCol: features,
	LogisticRegression_99689f4eca31-fitIntercept: true,
	LogisticRegression_99689f4eca31-labelCol: label,
	LogisticRegression_99689f4eca31-maxBlockSizeInMB: 0.0,
	LogisticRegression_99689f4eca31-maxIter: 100000,
	LogisticRegression_99689f4eca31-predictionCol: prediction,
	LogisticRegression_99689f4eca31-probabilityCol: probability,
	LogisticRegression_99689f4eca31-rawPredictionCol: rawPrediction,
	LogisticRegression_99689f4eca31-regParam: 1.0,
	LogisticRegression_99689f4eca31-standardization: true,
	LogisticRegression_99689f4eca31-threshold: 0.5,
	LogisticRegression_99689f4eca31-tol: 1.0E-6
}",1653880883.791642,1653880924.130836, 2, 0.0, auto, features, true, label, 0.0, 100000, prediction, probability, rawPrediction, 1.0, true, 0.5, 1.0E-6,,,,,,,,,,,,,,,
2,2,spark_lr,X_train_unbalanced,X_test_unbalanced,"['totals_pageviews', 'totals_hits', 'totals_timeOnSite', 'geoNetwork_country_woe', 'totals_bounces', 'trafficSource_source_woe', 'totals_newVisits', 'channelGrouping_Social', 'trafficSource_medium_referral', 'channelGrouping_Referral', 'trafficSource_isTrueDirect_code', 'hits_hour_ordinal', 'device_browser_woe', 'device_operatingSystem_Macintosh', 'device_operatingSystem_Windows', 'hits_eCommerceAction_action_type', 'device_deviceCategory_mobile', 'device_operatingSystem_Chrome_OS', 'device_operatingSystem_Nintendo_Wii', 'trafficSource_medium_organic', 'device_operatingSystem_iOS', 'device_operatingSystem_Xbox', 'device_operatingSystem_Android', 'channelGrouping_Organic Search', 'channelGrouping_Direct', 'trafficSource_medium_affiliate', 'channelGrouping_Paid Search', 'label']",28,0.9749513250364138,0.0076045627376425855,0.8888888888888888,0.015080113100848258,"{
	LogisticRegression_99689f4eca31-aggregationDepth: 2,
	LogisticRegression_99689f4eca31-elasticNetParam: 0.0,
	LogisticRegression_99689f4eca31-family: auto,
	LogisticRegression_99689f4eca31-featuresCol: features,
	LogisticRegression_99689f4eca31-fitIntercept: true,
	LogisticRegression_99689f4eca31-labelCol: label,
	LogisticRegression_99689f4eca31-maxBlockSizeInMB: 0.0,
	LogisticRegression_99689f4eca31-maxIter: 100000,
	LogisticRegression_99689f4eca31-predictionCol: prediction,
	LogisticRegression_99689f4eca31-probabilityCol: probability,
	LogisticRegression_99689f4eca31-rawPredictionCol: rawPrediction,
	LogisticRegression_99689f4eca31-regParam: 2.0,
	LogisticRegression_99689f4eca31-standardization: true,
	LogisticRegression_99689f4eca31-threshold: 0.5,
	LogisticRegression_99689f4eca31-tol: 1.0E-6
}",1653880835.169436,1653880881.1834278, 2, 0.0, auto, features, true, label, 0.0, 100000, prediction, probability, rawPrediction, 2.0, true, 0.5, 1.0E-6,,,,,,,,,,,,,,,
0,0,spark_lr,X_train_unbalanced,X_test_unbalanced,"['totals_pageviews', 'totals_hits', 'totals_timeOnSite', 'geoNetwork_country_woe', 'totals_bounces', 'trafficSource_source_woe', 'totals_newVisits', 'channelGrouping_Social', 'channelGrouping_Referral', 'trafficSource_medium_referral', 'trafficSource_isTrueDirect_code', 'device_browser_woe', 'hits_hour_ordinal', 'device_operatingSystem_Windows', 'device_operatingSystem_Macintosh', 'device_deviceCategory_mobile', 'hits_eCommerceAction_action_type', 'device_operatingSystem_Chrome_OS', 'device_operatingSystem_Android', 'channelGrouping_Display', 'device_operatingSystem_Firefox_OS', 'socialEngagementType', 'channelGrouping_Paid Search', 'channelGrouping_Direct', 'trafficSource_medium_cpm', 'device_operatingSystem_Linux', 'device_deviceCategory_tablet', 'trafficSource_medium_organic', 'device_operatingSystem_iOS', 'device_operatingSystem_Windows_Phone', 'device_operatingSystem_Nintendo_Wii', 'channelGrouping_Organic Search', 'trafficSource_medium_affiliate', 'trafficSource_medium_cpc', 'label']",35,0.9746762119771863,0.0076045627376425855,0.8888888888888888,0.015080113100848258,"{
	LogisticRegression_99689f4eca31-aggregationDepth: 2,
	LogisticRegression_99689f4eca31-elasticNetParam: 0.0,
	LogisticRegression_99689f4eca31-family: auto,
	LogisticRegression_99689f4eca31-featuresCol: features,
	LogisticRegression_99689f4eca31-fitIntercept: true,
	LogisticRegression_99689f4eca31-labelCol: label,
	LogisticRegression_99689f4eca31-maxBlockSizeInMB: 0.0,
	LogisticRegression_99689f4eca31-maxIter: 100000,
	LogisticRegression_99689f4eca31-predictionCol: prediction,
	LogisticRegression_99689f4eca31-probabilityCol: probability,
	LogisticRegression_99689f4eca31-rawPredictionCol: rawPrediction,
	LogisticRegression_99689f4eca31-regParam: 2.0,
	LogisticRegression_99689f4eca31-standardization: true,
	LogisticRegression_99689f4eca31-threshold: 0.5,
	LogisticRegression_99689f4eca31-tol: 1.0E-6
}",1653880767.8588827,1653880832.2245317, 2, 0.0, auto, features, true, label, 0.0, 100000, prediction, probability, rawPrediction, 2.0, true, 0.5, 1.0E-6,,,,,,,,,,,,,,,
14,14,spark_lr,X_train_random,X_test_random,"['totals_pageviews', 'totals_hits', 'totals_timeOnSite', 'geoNetwork_country_woe', 'totals_bounces', 'trafficSource_source_woe', 'totals_newVisits', 'channelGrouping_Social', 'trafficSource_medium_referral', 'channelGrouping_Referral', 'trafficSource_isTrueDirect_code', 'hits_hour_ordinal', 'device_browser_woe', 'device_operatingSystem_Macintosh', 'device_operatingSystem_Windows', 'hits_eCommerceAction_action_type', 'device_deviceCategory_mobile', 'device_operatingSystem_Chrome_OS', 'device_operatingSystem_Nintendo_Wii', 'trafficSource_medium_organic', 'device_operatingSystem_iOS', 'device_operatingSystem_Xbox', 'device_operatingSystem_Android', 'channelGrouping_Organic Search', 'channelGrouping_Direct', 'trafficSource_medium_affiliate', 'channelGrouping_Paid Search', 'label']",28,0.9755733617489535,0.003787878787878788,0.6666666666666666,0.007532956685499058,"{
	LogisticRegression_99689f4eca31-aggregationDepth: 2,
	LogisticRegression_99689f4eca31-elasticNetParam: 0.0,
	LogisticRegression_99689f4eca31-family: auto,
	LogisticRegression_99689f4eca31-featuresCol: features,
	LogisticRegression_99689f4eca31-fitIntercept: true,
	LogisticRegression_99689f4eca31-labelCol: label,
	LogisticRegression_99689f4eca31-maxBlockSizeInMB: 0.0,
	LogisticRegression_99689f4eca31-maxIter: 100000,
	LogisticRegression_99689f4eca31-predictionCol: prediction,
	LogisticRegression_99689f4eca31-probabilityCol: probability,
	LogisticRegression_99689f4eca31-rawPredictionCol: rawPrediction,
	LogisticRegression_99689f4eca31-regParam: 2.0,
	LogisticRegression_99689f4eca31-standardization: true,
	LogisticRegression_99689f4eca31-threshold: 0.5,
	LogisticRegression_99689f4eca31-tol: 1.0E-6
}",1653881688.6291392,1653881716.7820396, 2, 0.0, auto, features, true, label, 0.0, 100000, prediction, probability, rawPrediction, 2.0, true, 0.5, 1.0E-6,,,,,,,,,,,,,,,
12,12,spark_lr,X_train_random,X_test_random,"['totals_pageviews', 'totals_hits', 'totals_timeOnSite', 'geoNetwork_country_woe', 'totals_bounces', 'trafficSource_source_woe', 'totals_newVisits', 'channelGrouping_Social', 'channelGrouping_Referral', 'trafficSource_medium_referral', 'trafficSource_isTrueDirect_code', 'device_browser_woe', 'hits_hour_ordinal', 'device_operatingSystem_Windows', 'device_operatingSystem_Macintosh', 'device_deviceCategory_mobile', 'hits_eCommerceAction_action_type', 'device_operatingSystem_Chrome_OS', 'device_operatingSystem_Android', 'channelGrouping_Display', 'device_operatingSystem_Firefox_OS', 'socialEngagementType', 'channelGrouping_Paid Search', 'channelGrouping_Direct', 'trafficSource_medium_cpm', 'device_operatingSystem_Linux', 'device_deviceCategory_tablet', 'trafficSource_medium_organic', 'device_operatingSystem_iOS', 'device_operatingSystem_Windows_Phone', 'device_operatingSystem_Nintendo_Wii', 'channelGrouping_Organic Search', 'trafficSource_medium_affiliate', 'trafficSource_medium_cpc', 'label']",35,0.9752364486046395,0.003787878787878788,0.6666666666666666,0.007532956685499058,"{
	LogisticRegression_99689f4eca31-aggregationDepth: 2,
	LogisticRegression_99689f4eca31-elasticNetParam: 0.0,
	LogisticRegression_99689f4eca31-family: auto,
	LogisticRegression_99689f4eca31-featuresCol: features,
	LogisticRegression_99689f4eca31-fitIntercept: true,
	LogisticRegression_99689f4eca31-labelCol: label,
	LogisticRegression_99689f4eca31-maxBlockSizeInMB: 0.0,
	LogisticRegression_99689f4eca31-maxIter: 100000,
	LogisticRegression_99689f4eca31-predictionCol: prediction,
	LogisticRegression_99689f4eca31-probabilityCol: probability,
	LogisticRegression_99689f4eca31-rawPredictionCol: rawPrediction,
	LogisticRegression_99689f4eca31-regParam: 2.0,
	LogisticRegression_99689f4eca31-standardization: true,
	LogisticRegression_99689f4eca31-threshold: 0.5,
	LogisticRegression_99689f4eca31-tol: 1.0E-6
}",1653881657.3801358,1653881687.4698732, 2, 0.0, auto, features, true, label, 0.0, 100000, prediction, probability, rawPrediction, 2.0, true, 0.5, 1.0E-6,,,,,,,,,,,,,,,
